sample_N,scenario,structure,estimator,outer_opt,var,covar,shape,n_datasets,is_true,n_detected,detection_rate,n_TP,n_FN,n_FP
40,15,advan4,nonmem_scm,focei,CL,BMI,exp,4,FALSE,4,1,0,0,4
40,15,advan4,nonmem_scm,focei,CL,BMI,power,5,FALSE,5,1,0,0,5
40,15,advan4,nonmem_scm,focei,CL,BW,exp,20,FALSE,20,1,0,0,20
40,15,advan4,nonmem_scm,focei,CL,CRCL,exp,24,FALSE,24,1,0,0,24
40,15,advan4,nonmem_scm,focei,CL,RACE,cat,4,FALSE,4,1,0,0,4
40,15,advan4,nonmem_scm,focei,CL,SEX,cat,3,FALSE,3,1,0,0,3
40,15,advan4,nonmem_scm,focei,VC,BMI,exp,7,FALSE,7,1,0,0,7
40,15,advan4,nonmem_scm,focei,VC,BMI,power,10,FALSE,10,1,0,0,10
40,15,advan4,nonmem_scm,focei,VC,BW,exp,27,FALSE,27,1,0,0,27
40,15,advan4,nonmem_scm,focei,VC,CRCL,exp,1,FALSE,1,1,0,0,1
40,15,advan4,nonmem_scm,focei,VC,CRCL,power,5,FALSE,5,1,0,0,5
40,15,advan4,nonmem_scm,focei,VC,RACE,cat,4,FALSE,4,1,0,0,4
40,15,advan4,nonmem_scm,focei,VC,SEX,cat,2,FALSE,2,1,0,0,2
40,16,advan4,nonmem_scm,focei,CL,BW,power,100,TRUE,39,0.39,39,61,0
40,16,advan4,nonmem_scm,focei,CL,CRCL,power,100,TRUE,55,0.55,55,45,0
40,16,advan4,nonmem_scm,focei,VC,BW,power,100,TRUE,52,0.52,52,48,0
40,16,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,74,0.74,74,26,0
40,16,advan4,nonmem_scm,focei,CL,BMI,exp,4,FALSE,4,1,0,0,4
40,16,advan4,nonmem_scm,focei,CL,BMI,power,12,FALSE,12,1,0,0,12
40,16,advan4,nonmem_scm,focei,CL,BW,exp,21,FALSE,21,1,0,0,21
40,16,advan4,nonmem_scm,focei,CL,CRCL,exp,20,FALSE,20,1,0,0,20
40,16,advan4,nonmem_scm,focei,CL,RACE,cat,3,FALSE,3,1,0,0,3
40,16,advan4,nonmem_scm,focei,CL,SEX,cat,3,FALSE,3,1,0,0,3
40,16,advan4,nonmem_scm,focei,VC,BMI,exp,9,FALSE,9,1,0,0,9
40,16,advan4,nonmem_scm,focei,VC,BMI,power,15,FALSE,15,1,0,0,15
40,16,advan4,nonmem_scm,focei,VC,BW,exp,19,FALSE,19,1,0,0,19
40,16,advan4,nonmem_scm,focei,VC,CRCL,exp,2,FALSE,2,1,0,0,2
40,16,advan4,nonmem_scm,focei,VC,CRCL,power,1,FALSE,1,1,0,0,1
40,16,advan4,nonmem_scm,focei,VC,RACE,cat,3,FALSE,3,1,0,0,3
80,1,advan4,nonmem_scm,focei,CL,BMI,power,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,CL,BW,power,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,CL,CRCL,exp,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,CL,CRCL,power,4,FALSE,4,1,0,0,4
80,1,advan4,nonmem_scm,focei,CL,RACE,cat,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,CL,SEX,cat,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,VC,BMI,power,3,FALSE,3,1,0,0,3
80,1,advan4,nonmem_scm,focei,VC,BW,exp,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,VC,BW,power,3,FALSE,3,1,0,0,3
80,1,advan4,nonmem_scm,focei,VC,CRCL,exp,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,VC,CRCL,power,1,FALSE,1,1,0,0,1
80,1,advan4,nonmem_scm,focei,VC,RACE,cat,3,FALSE,3,1,0,0,3
80,2,advan4,nonmem_scm,focei,VC,SEX,cat,100,TRUE,97,0.97,97,3,0
80,2,advan4,nonmem_scm,focei,CL,BMI,power,2,FALSE,2,1,0,0,2
80,2,advan4,nonmem_scm,focei,CL,BW,power,1,FALSE,1,1,0,0,1
80,2,advan4,nonmem_scm,focei,CL,CRCL,power,3,FALSE,3,1,0,0,3
80,2,advan4,nonmem_scm,focei,CL,SEX,cat,2,FALSE,2,1,0,0,2
